Energy,Entropy,Overlap
-8.54813911084103,1.811560876192515,8.294288139402061e-35
-8.52035964083771,2.0509746186900113,3.478710962049445e-33
-8.520359640837704,2.0203379927614975,7.52316384526264e-35
-8.45865183763734,0.8381914735552936,4.646128122820893e-59
-8.44935265232201,1.96278228839396,4.57709288345779e-33
-8.449352652321997,1.4861354187001194,1.2037062152420224e-35
-8.405903878104644,1.9961511068016526,1.4745401136714774e-34
-8.40590387810464,1.9947827999950123,3.979753674143937e-34
-8.39565736622424,1.9710472168173376,9.949384185359841e-35
-8.395657366224233,1.9770439437564982,4.154667233546293e-34
-8.351347937040856,2.212147574426778,2.860683052161119e-34
-8.351347937040856,2.1753956955056863,7.52316384526264e-35
-8.339336375100407,2.009525516641332,3.0814879110195774e-33
-8.339336375100405,1.9990407561653223,5.085658759397545e-34
-8.335637032573558,2.024195146581241,3.009265538105056e-34
-8.335637032573556,2.011380613120849,3.3645587056410924e-35
-8.271611651803013,1.731552549643761,1.1754943508222875e-36
-8.271611651803006,1.7578326889036655,1.692711865184094e-36
-8.271598655954381,0.8378788201584981,4.40367399334131e-60
-8.264298445978032,2.017509439902156,3.2391922331258955e-34
-8.26429844597803,2.0073499354005824,4.70197740328915e-38
-8.249093715800795,2.041369504979433,2.644862289350147e-34
-8.249093715800793,2.0480217401089575,2.4375050858650954e-34
-8.24568525788044,2.1633663365714324,3.4775824874726554e-34
-8.237368593884257,2.157257855335164,1.2715564962095816e-7
-8.199749129937512,2.1779875745003077,6.32698079386588e-34
-8.199749129937498,2.184347553030833,6.770847460736376e-36
-8.127214191258389,2.380981660620598,1.0438860033042242e-33
-8.127214191258389,2.391727066283271,1.3910329949890621e-33
-8.117573486387384,2.2109338397179936,1.9988294020478308e-32
-8.11757348638737,2.209542038473227,5.6893926579798715e-34
-8.105213914734874,2.1899547699995683,4.7635828763909334e-5
-8.088301690821917,0.8395367392136026,5.099885459622514e-61
-8.08127417805925,2.0048896564723093,6.437007065102846e-35
-8.081274178059246,2.018507972209328,3.8086016966642115e-36
-8.076862765783643,1.9555420146430345,1.7841935375424877e-32
-8.076862765783641,1.939488708764045,5.4354858782022574e-33
-8.05730411889999,2.3368961191995177,7.703719777548943e-34
-8.057304118899989,2.4087620478453924,1.0579449157400588e-33
-8.041875161127665,2.2634976255288275,8.442870625345998e-34
-8.041875161127665,2.144867286164278,8.569353817494476e-36
-8.026982264637276,2.0274097932116253,9.337263869268367e-35
-8.026982264637272,2.0315051667052133,7.52316384526264e-37
-7.947123732125368,1.6940176038145507,5.880231190970692e-7
-7.922598239269855,2.0716252838235123,1.079209608546434e-33
-7.922598239269847,2.001613162441773,3.3177152557608243e-34
-7.921789732230947,1.7243318640887313,1.7496057917638927e-34
-7.921789732230943,1.7660113100224097,9.215875710446734e-36
-7.911018454802341,0.8597780499697667,7.030367379433397e-59
-7.8828829744135085,2.3074434983875713,6.998423167055571e-34
-7.882882974413506,2.2743902820483886,3.995375994066365e-33
-7.8665254014617085,2.3904513390666144,7.229760455297397e-32
-7.866525401461705,2.4033685700136815,6.658470200797765e-34
-7.855845415395157,2.546063817126124,1.692711865184094e-36
-7.855845415395155,2.5314482398613456,2.802303300721881e-32
-7.849288375583681,2.0983445528908375,1.4483265896481404e-34
-7.8492883755836695,2.0916776863181283,1.88079096131566e-37
-7.8472526917727645,2.316790121997946,2.491972792104797e-32
-7.847252691772764,2.3075133279829623,3.6863502841786936e-35
-7.818843261298735,0.7935870020015355,8.461842258685404e-60
-7.816464078845861,2.2963317124969986,1.925929944387236e-34
-7.81231334934378,2.3244076743017046,5.814201946172779e-32
-7.812313349343776,2.323920696523682,1.58174519846647e-34
-7.808189279900234,1.9007242786872296,5.6316117503827164e-30
-7.8081892799002315,1.9374158376915513,6.647467573674069e-33
-7.793828250560659,1.3576438286029777,0.006004450293925712
-7.773203388576244,2.2563117626397786,3.5045975575396736e-7
-7.751941479313094,2.097635210167102,3.1785367246234654e-35
-7.751941479313093,2.0839480774153314,1.901931051720848e-32
-7.734701568014124,0.8283559573629014,1.4121620814030994e-59
-7.691858379771628,1.8083129330439007,2.6758090148454668e-34
-7.6918583797716265,1.7263398156840204,1.391484384819778e-32
-7.682625751259956,1.307219519855232,6.29172520606946e-60
-7.670711237957968,1.871879948688839,7.904024014929061e-33
-7.670711237957959,1.6628787988987739,7.712418435745028e-35
-7.658101397015894,2.3279465245296747,7.22524655699024e-33
-7.658101397015891,2.3245914988433545,4.891937290382032e-34
-7.64185999298558,2.2866093398630194,1.121385586892186e-6
-7.63597812240656,2.3536002545167545,2.174194351280903e-34
